# Source: GENCODE
# Version: 43
# GenomeBuild: GRCh38
# URL: https://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_43/gencode.v43.annotation.gtf.gz
# Assays:
# BiosampleAgnostic: True
# BiosampleTermName:
# BiosampleTermID:
# Metadata:
TSSChr	TSSStart	TSSEnd	GeneSymbol	GeneEnsemblID	GeneStrand
chr12	93571398	93571399	SOCS2-AS1	ENSG00000246985	-
chr12	93571680	93571681	SOCS2	ENSG00000120833	+
chr12	93677370	93677371	CRADD	ENSG00000169372	+
chr12	94148722	94148723	PLXNC1	ENSG00000136040	+
chr12	94459988	94459989	CEP83	ENSG00000173588	-
chr12	94460002	94460003	CEP83-AS1	ENSG00000278916	+
chr12	94650562	94650563	TMCC3	ENSG00000057704	-
chr12	95003713	95003714	NDUFA12	ENSG00000184752	-
chr12	95073628	95073629	NR2C1	ENSG00000120798	-
chr12	95217464	95217465	FGD6	ENSG00000180263	-
chr12	95217745	95217746	VEZT	ENSG00000028203	+
chr12	95474045	95474046	METAP2	ENSG00000111142	+
chr12	95548844	95548845	USP44	ENSG00000136014	-
chr12	95790758	95790759	NTN4	ENSG00000074527	-
chr12	95858930	95858931	SNRPF	ENSG00000139343	+
chr12	95942650	95942651	CCDC38	ENSG00000165972	-
chr12	95943292	95943293	AMDHD1	ENSG00000139344	+
chr12	95996365	95996366	HAL	ENSG00000084110	-
chr12	96035661	96035662	LTA4H	ENSG00000111144	-
chr12	96194381	96194382	ELK3	ENSG00000111145	+
chr12	96400588	96400589	CDK17	ENSG00000059758	-
chr12	96489570	96489571	CFAP54	ENSG00000188596	+
chr12	96907222	96907223	NEDD1	ENSG00000139350	+
chr12	97465020	97465021	RMST	ENSG00000255794	+
chr12	98515572	98515573	TMPO	ENSG00000120802	+
chr12	98593624	98593625	SLC25A3	ENSG00000075415	+
chr12	98645051	98645052	IKBIP	ENSG00000166130	-
chr12	98645299	98645300	APAF1	ENSG00000120868	+
chr12	99154799	99154800	ANKS1B	ENSG00000185046	-
chr12	99647749	99647750	FAM71C	ENSG00000180219	+
chr12	100142864	100142865	UHRF1BP1L	ENSG00000111647	-
chr12	100200776	100200777	ACTR6	ENSG00000075089	+
chr12	100267079	100267080	DEPDC4	ENSG00000166153	-
chr12	100267139	100267140	SCYL2	ENSG00000136021	+
chr12	100357078	100357079	SLC17A8	ENSG00000179520	+
chr12	100473772	100473773	NR1H4	ENSG00000012504	+
chr12	100573660	100573661	GAS2L3	ENSG00000139354	+
chr12	100794595	100794596	ANO4	ENSG00000151572	+
chr12	101210238	101210239	SLC5A8	ENSG00000256870	-
chr12	101280126	101280127	UTP20	ENSG00000120800	+
chr12	101407820	101407821	ARL1	ENSG00000120805	-
chr12	101475420	101475421	SPIC	ENSG00000166211	+
chr12	101594930	101594931	MYBPC1	ENSG00000196091	+
chr12	101697638	101697639	CHPT1	ENSG00000111666	+
chr12	101739472	101739473	SYCP3	ENSG00000139351	-
chr12	101830867	101830868	GNPTAB	ENSG00000111670	-
chr12	101877326	101877327	DRAM1	ENSG00000136048	+
chr12	102062124	102062125	WASHC3	ENSG00000120860	-
chr12	102120131	102120132	NUP37	ENSG00000075188	-
chr12	102120170	102120171	PARPBP	ENSG00000185480	+
chr12	102197845	102197846	PMCH	ENSG00000183395	-
chr12	102480645	102480646	IGF1	ENSG00000017427	-
chr12	102824399	102824400	LINC00485	ENSG00000258169	-
chr12	102917603	102917604	PAH	ENSG00000171759	-
chr12	102957673	102957674	ASCL1	ENSG00000139352	+
chr12	103496010	103496011	C12orf42	ENSG00000179088	-
chr12	103587290	103587291	STAB2	ENSG00000136011	+
chr12	103841197	103841198	NT5DC3	ENSG00000111696	-
chr12	103930333	103930334	HSP90B1	ENSG00000166598	+
chr12	103957215	103957216	C12orf73	ENSG00000204954	-
chr12	103965814	103965815	TDG	ENSG00000139372	+
chr12	104064177	104064178	GLT8D2	ENSG00000120820	-
chr12	104064457	104064458	HCFC2	ENSG00000111727	+
chr12	104138262	104138263	NFYB	ENSG00000120837	-
chr12	104286681	104286682	TXNRD1	ENSG00000198431	+
chr12	104303731	104303732	EID3	ENSG00000255150	+
chr12	104456913	104456914	CHST11	ENSG00000171310	+
chr12	104928694	104928695	SLC41A2	ENSG00000136052	-
chr12	104986319	104986320	C12orf45	ENSG00000151131	+
chr12	105084563	105084564	ALDH1L2	ENSG00000136010	-
chr12	105107713	105107714	WASHC4	ENSG00000136051	+
chr12	105236230	105236231	APPL2	ENSG00000136044	-
chr12	105330635	105330636	C12orf75	ENSG00000235162	+
chr12	105704202	105704203	CASC18	ENSG00000257859	+
chr12	106140033	106140034	NUAK1	ENSG00000074590	-
chr12	106247935	106247936	CKAP4	ENSG00000136026	-
chr12	106302790	106302791	TCP11L2	ENSG00000166046	+
chr12	106357657	106357658	POLR3B	ENSG00000013503	+
chr12	106684698	106684699	RFX4	ENSG00000111783	+
chr12	106774555	106774556	RIC8B	ENSG00000111785	+
chr12	106955721	106955722	TMEM263	ENSG00000151135	+
chr12	106987166	106987167	MTERF2	ENSG00000120832	-
chr12	107093857	107093858	CRY1	ENSG00000008405	-
chr12	107318419	107318420	BTBD11	ENSG00000151136	+
chr12	107685731	107685732	PWP1	ENSG00000136045	+
chr12	107761137	107761138	PRDM4	ENSG00000110851	-
chr12	107774384	107774385	ASCL4	ENSG00000187855	+
chr12	108129470	108129471	WSCD2	ENSG00000075035	+
chr12	108339317	108339318	CMKLR1	ENSG00000174600	-
chr12	108515273	108515274	FICD	ENSG00000198855	+
chr12	108561389	108561390	SART3	ENSG00000075856	-
chr12	108561462	108561463	ISCU	ENSG00000136003	+
chr12	108598118	108598119	TMEM119	ENSG00000183160	-
chr12	108633894	108633895	SELPLG	ENSG00000110876	-
chr12	108731550	108731551	CORO1C	ENSG00000110880	-
chr12	108857583	108857584	SSH1	ENSG00000084112	-
chr12	108880080	108880081	DAO	ENSG00000110887	+
chr12	109052569	109052570	USP30	ENSG00000135093	+
chr12	109093488	109093489	ALKBH2	ENSG00000189046	-
chr12	109098117	109098118	UNG	ENSG00000076248	+
chr12	109139396	109139397	ACACB	ENSG00000076555	+
chr12	109309220	109309221	FOXN4	ENSG00000139445	-
chr12	109359488	109359489	LINC01486	ENSG00000256560	-
chr12	109388718	109388719	MYO1H	ENSG00000174527	+
chr12	109477544	109477545	KCTD10	ENSG00000110906	-
chr12	109477622	109477623	UBE3B	ENSG00000151148	+
chr12	109573553	109573554	MMAB	ENSG00000139428	-
chr12	109573694	109573695	MVK	ENSG00000110921	+
chr12	109714381	109714382	FAM222A	ENSG00000139438	+
chr12	109814827	109814828	TRPV4	ENSG00000111199	-
chr12	109880488	109880489	GLTP	ENSG00000139433	-
chr12	109900517	109900518	TCHP	ENSG00000139437	+
chr12	109996389	109996390	GIT2	ENSG00000139436	-
chr12	109999429	109999430	ANKRD13A	ENSG00000076513	+
chr12	110067695	110067696	C12orf76	ENSG00000174456	-
chr12	110124334	110124335	IFT81	ENSG00000122970	+
chr12	110281226	110281227	ATP2A2	ENSG00000174437	+
chr12	110403730	110403731	ANAPC7	ENSG00000196510	-
chr12	110450411	110450412	ARPC3	ENSG00000111229	-
chr12	110468284	110468285	GPN3	ENSG00000111231	-
chr12	110468426	110468427	FAM216A	ENSG00000204856	+
chr12	110502140	110502141	VPS29	ENSG00000111237	-
chr12	110502199	110502200	RAD9B	ENSG00000151164	+
chr12	110583259	110583260	PPTC7	ENSG00000196850	-
chr12	110614026	110614027	TCTN1	ENSG00000204852	+
chr12	110689812	110689813	HVCN1	ENSG00000122986	-
chr12	110742978	110742979	PPP1CC	ENSG00000186298	-
chr12	110846959	110846960	CCDC63	ENSG00000173093	+
chr12	110920600	110920601	MYL2	ENSG00000111245	-
chr12	110936601	110936602	LINC01405	ENSG00000185847	+
chr12	111034023	111034024	CUX2	ENSG00000111249	+
chr12	111369121	111369122	FAM109A	ENSG00000198324	-
chr12	111405947	111405948	SH2B3	ENSG00000111252	+
chr12	111599676	111599677	ATXN2	ENSG00000204842	-
chr12	111685996	111685997	BRAP	ENSG00000089234	-
chr12	111686052	111686053	ACAD10	ENSG00000111271	+
chr12	111766886	111766887	ALDH2	ENSG00000111275	+
chr12	111842902	111842903	MAPKAPK5-AS1	ENSG00000234608	-
chr12	111842227	111842228	MAPKAPK5	ENSG00000089022	+
chr12	112013219	112013220	TMEM116	ENSG00000198270	-
chr12	112013347	112013348	ERP29	ENSG00000089248	+
chr12	112108831	112108832	NAA25	ENSG00000111300	-
chr12	112125544	112125545	TRAFD1	ENSG00000135148	+
chr12	112382092	112382093	HECTD4	ENSG00000173064	-
chr12	112409641	112409642	RPL6	ENSG00000089009	-
chr12	112418897	112418898	PTPN11	ENSG00000179295	+
chr12	112791743	112791744	RPH3A	ENSG00000089169	+
chr12	112906776	112906777	OAS1	ENSG00000089127	+
chr12	112938432	112938433	OAS3	ENSG00000111331	+
chr12	112978468	112978469	OAS2	ENSG00000111335	+
chr12	113057856	113057857	DTX1	ENSG00000135144	+
chr12	113136239	113136240	RASAL1	ENSG00000111344	-
chr12	113149857	113149858	CFAP73	ENSG00000186710	+
chr12	113185479	113185480	DDX54	ENSG00000123064	-
chr12	113185525	113185526	RITA1	ENSG00000139405	+
chr12	113221094	113221095	IQCD	ENSG00000166578	-
chr12	113221437	113221438	TPCN1	ENSG00000186815	+
chr12	113335168	113335169	SLC8B1	ENSG00000089060	-
chr12	113358565	113358566	PLBD2	ENSG00000151176	+
chr12	113403887	113403888	SDS	ENSG00000135094	-
chr12	113422389	113422390	SDSL	ENSG00000139410	+
chr12	113472072	113472073	LHX5	ENSG00000089116	-
chr12	113773683	113773684	LINC01234	ENSG00000249550	-
chr12	113966371	113966372	RBM19	ENSG00000122965	-
chr12	114408442	114408443	TBX5	ENSG00000089225	-
chr12	114684164	114684165	TBX3	ENSG00000135111	-
chr12	116277186	116277187	MED13L	ENSG00000123066	-
chr12	116533421	116533422	LINC00173	ENSG00000196668	+
chr12	116559380	116559381	MAP1LC3B2	ENSG00000258102	+
chr12	116738070	116738071	C12orf49	ENSG00000111412	-
chr12	116738290	116738291	RNFT2	ENSG00000135119	+
chr12	116881427	116881428	HRK	ENSG00000135116	-
chr12	116910955	116910956	FBXW8	ENSG00000174989	+
chr12	117099446	117099447	TESC	ENSG00000088992	-
chr12	117099466	117099467	TESC-AS1	ENSG00000258285	+
chr12	117190495	117190496	FBXO21	ENSG00000135108	-
chr12	117361802	117361803	NOS1	ENSG00000089250	-
chr12	117968223	117968224	KSR2	ENSG00000171435	-
chr12	118016660	118016661	RFC5	ENSG00000111445	+
chr12	118061211	118061212	WSB2	ENSG00000176871	-
chr12	118104005	118104006	VSIG10	ENSG00000176834	-
chr12	118135883	118135884	PEBP1	ENSG00000089220	+
chr12	118372945	118372946	TAOK3	ENSG00000135090	-
chr12	118376552	118376553	SUDS3	ENSG00000111707	+
chr12	118981494	118981495	SRRM4	ENSG00000139767	+
chr12	119178789	119178790	HSPB8	ENSG00000152137	+
chr12	119303380	119303381	LINC00934	ENSG00000281196	-
chr12	119334711	119334712	CCDC60	ENSG00000183273	+
chr12	119593458	119593459	TMEM233	ENSG00000224982	+
chr12	119667955	119667956	PRKAB1	ENSG00000111725	+
chr12	119877291	119877292	CIT	ENSG00000122966	-
chr12	119989843	119989844	BICDL1	ENSG00000135127	+
chr12	120116839	120116840	RAB35	ENSG00000111737	-
chr12	120194710	120194711	GCN1	ENSG00000089154	-
chr12	120201211	120201212	RPLP0	ENSG00000089157	-
chr12	120265771	120265772	PXN	ENSG00000089159	-
chr12	120302320	120302321	SIRT4	ENSG00000089163	+
chr12	120327789	120327790	PLA2G1B	ENSG00000170890	-
chr12	120369180	120369181	MSI1	ENSG00000135097	-
chr12	120438089	120438090	COX6A1	ENSG00000111775	+
chr12	120446412	120446413	TRIAP1	ENSG00000170855	-
chr12	120446437	120446438	GATC	ENSG00000257218	+
chr12	120469755	120469756	SRSF9	ENSG00000111786	-
chr12	120496055	120496056	DYNLL1	ENSG00000088986	+
chr12	120529161	120529162	COQ5	ENSG00000110871	-
chr12	120534328	120534329	RNF10	ENSG00000022840	+
chr12	120581394	120581395	POP5	ENSG00000167272	-
chr12	120650506	120650507	CABP1	ENSG00000157782	+
chr12	120687123	120687124	MLEC	ENSG00000110917	+
chr12	120710434	120710435	UNC119B	ENSG00000175970	+
chr12	120725737	120725738	ACADS	ENSG00000122971	+
chr12	120904352	120904353	SPPL3	ENSG00000157837	-
chr12	120972292	120972293	HNF1A-AS1	ENSG00000241388	-
chr12	120978567	120978568	HNF1A	ENSG00000135100	+
chr12	121016502	121016503	C12orf43	ENSG00000157895	-
chr12	121039242	121039243	OASL	ENSG00000135114	-
chr12	121132827	121132828	P2RX7	ENSG00000089041	+
chr12	121209860	121209861	P2RX4	ENSG00000135124	+
chr12	121298308	121298309	CAMKK2	ENSG00000110931	-
chr12	121352462	121352463	ANAPC5	ENSG00000089053	-
chr12	121400082	121400083	RNF34	ENSG00000170633	+
chr12	121581015	121581016	KDM2B	ENSG00000089094	-
chr12	121626549	121626550	ORAI1	ENSG00000276045	+
chr12	121669654	121669655	MORN3	ENSG00000139714	-
chr12	121712751	121712752	TMEM120B	ENSG00000188735	+
chr12	121793688	121793689	RHOF	ENSG00000139725	-
chr12	121803484	121803485	LINC01089	ENSG00000212694	-
chr12	121804731	121804732	SETD1B	ENSG00000139718	+
chr12	121858863	121858864	HPD	ENSG00000158104	-
chr12	121888730	121888731	PSMD9	ENSG00000110801	+
chr12	121918556	121918557	WDR66	ENSG00000158023	+
chr12	122021885	122021886	BCL7A	ENSG00000110987	+
chr12	122167718	122167719	LRRC43	ENSG00000158113	+
chr12	122174199	122174200	IL31	ENSG00000204671	-
chr12	122203680	122203681	B3GNT4	ENSG00000176383	+
chr12	122226568	122226569	DIABLO	ENSG00000184047	-
chr12	122266521	122266522	VPS33A	ENSG00000139719	-
chr12	122422569	122422570	CLIP1	ENSG00000130779	-
chr12	122395541	122395542	CLIP1-AS1	ENSG00000257097	+
chr12	122501073	122501074	ZCCHC8	ENSG00000033030	-
chr12	122527013	122527014	RSRC2	ENSG00000111011	-
chr12	122527261	122527262	KNTC1	ENSG00000184445	+
chr12	122703357	122703358	HCAR2	ENSG00000182782	-
chr12	122716892	122716893	HCAR3	ENSG00000255398	-
chr12	122730582	122730583	HCAR1	ENSG00000196917	-
chr12	122752820	122752821	DENR	ENSG00000139726	+
chr12	122774508	122774509	CCDC62	ENSG00000130783	+
chr12	122835437	122835438	HIP1R	ENSG00000130787	+
chr12	122896165	122896166	VPS37B	ENSG00000139722	-
chr12	122966509	122966510	ABCB9	ENSG00000150967	-
chr12	122974702	122974703	OGFOD2	ENSG00000111325	+
chr12	122980059	122980060	ARL6IP4	ENSG00000182196	+
chr12	123110428	123110429	PITPNM2	ENSG00000090975	-
chr12	123233238	123233239	MPHOSPH9	ENSG00000051825	-
chr12	123233296	123233297	C12orf65	ENSG00000130921	+
chr12	123272140	123272141	CDK2AP1	ENSG00000111328	-
chr12	123365209	123365210	SBNO1	ENSG00000139697	-
chr12	123384115	123384116	KMT5A	ENSG00000183955	+
chr12	123436733	123436734	RILPL2	ENSG00000150977	-
chr12	123458103	123458104	SNRNP35	ENSG00000184209	+
chr12	123533718	123533719	RILPL1	ENSG00000188026	-
chr12	123584528	123584529	TMED2	ENSG00000086598	+
chr12	123602076	123602077	DDX55	ENSG00000111364	+
chr12	123633776	123633777	EIF2B1	ENSG00000111361	-
chr12	123633738	123633739	GTF2H3	ENSG00000111358	+
chr12	123671112	123671113	TCTN2	ENSG00000168778	+
chr12	123712317	123712318	ATP6V0A2	ENSG00000185344	+
chr12	123762494	123762495	DNAH10	ENSG00000197653	+
chr12	123972985	123972986	CCDC92	ENSG00000119242	-
chr12	123973183	123973184	RFLNA	ENSG00000178882	+
chr12	123973214	123973215	ZNF664	ENSG00000179195	+
chr12	124567464	124567465	NCOR2	ENSG00000196498	-
chr12	124863973	124863974	SCARB1	ENSG00000073060	-
chr12	124915041	124915042	UBC	ENSG00000150991	-
chr12	124989121	124989122	DHX37	ENSG00000150990	-
chr12	124993647	124993648	BRI3BP	ENSG00000184992	+
chr12	125065366	125065367	AACS	ENSG00000081760	+
chr12	125326615	125326616	TMEM132B	ENSG00000139364	+
chr12	125983374	125983375	LINC00939	ENSG00000249267	-
chr12	126772262	126772263	LINC00944	ENSG00000256128	-
chr12	126737006	126737007	LINC00943	ENSG00000189238	+
chr12	127881616	127881617	FLJ37505	ENSG00000256597	+
chr12	127983891	127983892	LINC00508	ENSG00000256971	-
chr12	127915409	127915410	LINC00507	ENSG00000256193	+
chr12	128027166	128027167	CRAT8	ENSG00000256643	-
chr12	128267402	128267403	TMEM132C	ENSG00000181234	+
chr12	128823996	128823997	SLC15A4	ENSG00000139370	-
chr12	128853433	128853434	GLT1D1	ENSG00000151948	+
chr12	129903667	129903668	TMEM132D	ENSG00000151952	-
chr12	130161678	130161679	FZD10-AS1	ENSG00000250208	-
chr12	130162458	130162459	FZD10	ENSG00000111432	+
chr12	130337887	130337888	PIWIL1	ENSG00000125207	+
chr12	130517865	130517866	RIMBP2	ENSG00000060709	-
chr12	130839274	130839275	STX2	ENSG00000111450	-
chr12	130871993	130871994	RAN	ENSG00000132341	+
chr12	130953906	130953907	ADGRD1	ENSG00000111452	+
chr12	130993976	130993977	LACAT8	ENSG00000256151	-
chr12	131165010	131165011	LINC01257	ENSG00000204603	+
chr12	131711086	131711087	SFSWAP	ENSG00000061936	+
chr12	131828392	131828393	MMP17	ENSG00000198598	+
chr12	131894733	131894734	ULK1	ENSG00000177169	+
chr12	131929267	131929268	PUS1	ENSG00000177192	+
chr12	131949919	131949920	EP400	ENSG00000183495	+
chr12	132144335	132144336	DDX51	ENSG00000185163	-
chr12	132144426	132144427	NOC4L	ENSG00000184967	+
chr12	132206028	132206029	GALNT9	ENSG00000182870	-
chr12	132490570	132490571	FBRSL1	ENSG00000112787	+
chr12	132610451	132610452	LRCOL1	ENSG00000204583	-
chr12	132618779	132618780	P2RX2	ENSG00000187848	+
chr12	132687524	132687525	POLE	ENSG00000177084	-
chr12	132687605	132687606	PXMP2	ENSG00000176894	+
chr12	132710806	132710807	PGAM5	ENSG00000247077	+
chr12	132761888	132761889	ANKLE2	ENSG00000176915	-
chr12	132828702	132828703	GOLGA3	ENSG00000090615	-
chr12	132887618	132887619	CHFR	ENSG00000072609	-
chr12	132956282	132956283	ZNF605	ENSG00000196458	-
chr12	132986347	132986348	ZNF26	ENSG00000198393	+
chr12	133037285	133037286	ZNF84	ENSG00000198040	+
chr12	133080202	133080203	ZNF140	ENSG00000196387	+
chr12	133130473	133130474	ZNF891	ENSG00000214029	-
chr12	133130627	133130628	ZNF10	ENSG00000256223	+
chr12	133181408	133181409	ZNF268	ENSG00000090612	+
chr12	133235836	133235837	ANHX	ENSG00000227059	-
chr13	18905438	18905439	LINC00408	ENSG00000226250	+
chr13	19181852	19181853	TUBA3C	ENSG00000198033	-
chr13	19345048	19345049	LINC00421	ENSG00000236834	+
chr13	19536763	19536764	TPTE2	ENSG00000132958	-
chr13	19587117	19587118	LINC00350	ENSG00000225316	+
chr13	19633647	19633648	MPHOSPH8	ENSG00000196199	+
chr13	19783019	19783020	PSPC1	ENSG00000121390	-
chr13	19863636	19863637	ZMYM5	ENSG00000132950	-
chr13	19958669	19958670	ZMYM2	ENSG00000121741	+
chr13	20102700	20102701	LINC01072	ENSG00000236076	+
chr13	20161044	20161045	GJA3	ENSG00000121743	-
chr13	20192975	20192976	GJB2	ENSG00000165474	-
chr13	20232395	20232396	GJB6	ENSG00000121742	-
chr13	20525873	20525874	CRYL1	ENSG00000165475	-
chr13	20566815	20566816	IFT88	ENSG00000032742	+
chr13	20703342	20703343	IL17D	ENSG00000172458	+
chr13	20773958	20773959	EEF1AKMT1	ENSG00000150456	-
chr13	20902774	20902775	XPO4	ENSG00000132953	-
chr13	21061583	21061584	LATS2	ENSG00000150457	-
chr13	21140513	21140514	SAP18	ENSG00000150459	+
chr13	21176602	21176603	SKA3	ENSG00000165480	-
chr13	21176232	21176233	MRPL57	ENSG00000173141	+
chr13	21234567	21234568	LINC01046	ENSG00000233405	+
chr13	21344786	21344787	LINC00539	ENSG00000224429	-
chr13	21459370	21459371	ZDHHC20	ENSG00000180776	-
chr13	21604216	21604217	MICU2	ENSG00000165487	-
chr13	21671075	21671076	FGF9	ENSG00000102678	+
chr13	21878160	21878161	LINC00424	ENSG00000226722	-
chr13	22210284	22210285	LINC00540	ENSG00000276476	+
chr13	22916369	22916370	LINC00621	ENSG00000262619	-
chr13	23180920	23180921	SGCG	ENSG00000102683	+
chr13	23433728	23433729	SACS	ENSG00000151835	-
chr13	23418970	23418971	SACS-AS1	ENSG00000229558	+
chr13	23469511	23469512	LINC00327	ENSG00000232977	+
chr13	23579359	23579360	TNFRSF19	ENSG00000127863	+
chr13	23889448	23889449	MIPEP	ENSG00000027001	-
chr13	23889438	23889439	PCOTH	ENSG00000205861	+
chr13	23897006	23897007	C1QTNF9B	ENSG00000205863	-
chr13	24270686	24270687	SPATA13	ENSG00000182957	+
chr13	24309577	24309578	C1QTNF9	ENSG00000240654	+
chr13	24331449	24331450	LINC00566	ENSG00000261498	+
chr13	24512810	24512811	PARP4	ENSG00000102699	-
chr13	24680410	24680411	ATP12A	ENSG00000075673	+
chr13	24764162	24764163	RNF17	ENSG00000132972	+
chr13	24922889	24922890	CENPJ	ENSG00000151849	-
chr13	25096137	25096138	PABPC3	ENSG00000151846	+
chr13	25172283	25172284	AMER2	ENSG00000165566	-
chr13	25180001	25180002	LINC00463	ENSG00000234056	-
chr13	25287566	25287567	MTMR6	ENSG00000139505	-
chr13	25301527	25301528	NUP58	ENSG00000139496	+
chr13	25372010	25372011	ATP8A2	ENSG00000132932	+
chr13	26051060	26051061	SHISA2	ENSG00000180730	-
chr13	26222371	26222372	RNF6	ENSG00000127870	-
chr13	26254103	26254104	CDK8	ENSG00000132964	+
chr13	26557702	26557703	WASF3	ENSG00000132970	+
chr13	26760785	26760786	GPR12	ENSG00000132975	-
chr13	27171896	27171897	USP12	ENSG00000152484	-
chr13	27251554	27251555	RPL21	ENSG00000122026	+
chr13	27270326	27270327	RASL11A	ENSG00000122035	+
chr13	27424543	27424544	GTF3A	ENSG00000122034	+
chr13	27450602	27450603	MTIF3	ENSG00000122033	-
chr13	27620583	27620584	LNX2	ENSG00000139517	-
chr13	27621778	27621779	POLR1D	ENSG00000186184	+
chr13	27792642	27792643	GSX1	ENSG00000169840	+
chr13	27917291	27917292	PLUT	ENSG00000247381	-
chr13	27920030	27920031	PDX1	ENSG00000139515	+
chr13	27953525	27953526	LINC00543	ENSG00000260704	+
chr13	27969368	27969369	CDX2	ENSG00000165556	-
chr13	27988637	27988638	URAD	ENSG00000183463	-
chr13	28100592	28100593	FLT3	ENSG00000122025	-
chr13	28138505	28138506	PAN3	ENSG00000152520	+
chr13	28495128	28495129	FLT1	ENSG00000102755	-
chr13	28659003	28659004	POMP	ENSG00000132963	+
chr13	28719013	28719014	SLC46A3	ENSG00000139508	-
chr13	29428639	29428640	MTUS2	ENSG00000132938	+
chr13	29595688	29595689	SLC7A1	ENSG00000139514	-
chr13	29850683	29850684	UBL3	ENSG00000122042	-
chr13	29888405	29888406	LINC00297	ENSG00000224329	-
chr13	29936530	29936531	LINC00544	ENSG00000122043	+
chr13	30108875	30108876	LINC00365	ENSG00000224511	-
chr13	30153074	30153075	LINC00384	ENSG00000232117	-
chr13	30307487	30307488	KATNAL1	ENSG00000102781	-
chr13	30373914	30373915	LINC00426	ENSG00000238121	-
chr13	30422244	30422245	LINC01058	ENSG00000225039	-
chr13	30465965	30465966	HMGB1	ENSG00000189403	-
chr13	30617678	30617679	USPL1	ENSG00000132952	+
chr13	30735507	30735508	ALOX5AP	ENSG00000132965	+
chr13	30803205	30803206	LINC00398	ENSG00000237879	+
chr13	30882561	30882562	LINC00545	ENSG00000236094	+
chr13	30906174	30906175	MEDAG	ENSG00000102802	+
chr13	30932696	30932697	TEX26	ENSG00000175664	+
chr13	31162021	31162022	HSPH1	ENSG00000120694	-
chr13	31199974	31199975	B3GLCT	ENSG00000187676	+
chr13	31739542	31739543	RXFP2	ENSG00000133105	+
chr13	32031299	32031300	FRY	ENSG00000073910	+
chr13	32311954	32311955	ZAR1L	ENSG00000189167	-
chr13	32315479	32315480	BRCA2	ENSG00000139618	+
chr13	32428178	32428179	N4BP2L1	ENSG00000139597	-
chr13	32538795	32538796	N4BP2L2	ENSG00000244754	-
chr13	32586426	32586427	PDS5B	ENSG00000083642	+
chr13	32911652	32911653	LINC00423	ENSG00000226968	-
chr13	33016432	33016433	KL	ENSG00000133116	+
chr13	33206050	33206051	STARD13	ENSG00000133121	-
chr13	33277553	33277554	STARD13-AS	ENSG00000236581	+
chr13	33818068	33818069	RFC3	ENSG00000133119	+
chr13	34640685	34640686	LINC00457	ENSG00000225179	-
chr13	34942286	34942287	NBEA	ENSG00000172915	+
chr13	35476695	35476696	MAB21L1	ENSG00000180660	-
chr13	35697726	35697727	LINC00445	ENSG00000236036	+
chr13	35855861	35855862	DCLK1	ENSG00000133083	-
chr13	36297855	36297856	CCDC169-SOHLH2	ENSG00000250709	-
chr13	36214615	36214616	SOHLH2	ENSG00000120669	-
chr13	36297855	36297856	CCDC169	ENSG00000242715	-
chr13	36346509	36346510	SPG20	ENSG00000133104	-
chr13	36432271	36432272	CCNA1	ENSG00000133101	+
chr13	36673911	36673912	SERTM1	ENSG00000180440	+
chr13	36819201	36819202	RFXAP	ENSG00000133111	+
chr13	36920272	36920273	SMAD9	ENSG00000120693	-
chr13	36999367	36999368	ALG5	ENSG00000120697	-
chr13	37000540	37000541	EXOSC8	ENSG00000120699	+
chr13	37059713	37059714	SUPT20H	ENSG00000102710	-
chr13	37105664	37105665	CSNK1A1L	ENSG00000180138	-
chr13	37484784	37484785	LINC01048	ENSG00000230390	-
chr13	37534939	37534940	LINC00547	ENSG00000275226	+
chr13	37598844	37598845	POSTN	ENSG00000133110	-
chr13	37869802	37869803	TRPC4	ENSG00000133107	-
chr13	38143232	38143233	LINC00571	ENSG00000223685	-
chr13	38349770	38349771	UFM1	ENSG00000120686	+
chr13	38686675	38686676	LINC00437	ENSG00000236354	-
chr13	38567723	38567724	LINC00366	ENSG00000229437	+
chr13	38687035	38687036	FREM2	ENSG00000150893	+
chr13	38990859	38990860	STOML3	ENSG00000133115	-
chr13	39038076	39038077	PROSER1	ENSG00000120685	-
chr13	39038310	39038311	NHLRC3	ENSG00000188811	+
chr13	39603219	39603220	LHFP	ENSG00000183722	-
chr13	39655626	39655627	COG6	ENSG00000133103	+
chr13	40181808	40181809	LINC00332	ENSG00000230710	+
chr13	40481006	40481007	LINC00598	ENSG00000215483	-
chr13	40666597	40666598	FOXO1	ENSG00000150907	-
chr13	40771211	40771212	MRPS31	ENSG00000102738	-
chr13	40789410	40789411	SLC25A15	ENSG00000102743	+
chr13	41019372	41019373	ELF1	ENSG00000120690	-
chr13	41061256	41061257	WBP4	ENSG00000120688	+
chr13	41132800	41132801	KBTBD6	ENSG00000165572	-
chr13	41194575	41194576	KBTBD7	ENSG00000120696	-
chr13	41263577	41263578	MTRF1	ENSG00000120662	-
chr13	41311204	41311205	NAA16	ENSG00000172766	+
chr13	41457405	41457406	RGCC	ENSG00000102760	+
chr13	41961085	41961086	VWA8	ENSG00000102763	-
chr13	42138041	42138042	DGKH	ENSG00000102780	+
chr13	42272152	42272153	AKAP11	ENSG00000023516	+
chr13	42574154	42574155	TNFSF11	ENSG00000120659	+
chr13	42781549	42781550	FAM216B	ENSG00000179813	+
chr13	42812562	42812563	LINC01050	ENSG00000271216	-
